,User ID,Tweet ID,Date,Tweet Text,Language,Likes,Replies,Retweets,Quotes,If Reply,Type,Parent Tweet ID
126,409258073,1414838736878178304,2021-07-13 06:46:55+00:00,"*Kommunen beim Bau von bezahlbarem Wohnraum gestärkt
*Mietpreisbremse verschärft
*Missbrauch von Modernisierungen auf Kosten der Mieter:innen gestoppt
*Mietspiegelerstellungspflicht eingeführt
*Spekulative Umwandlungen von Miet- in Eigentumswohnungen gestoppt
*Wohngeld erhöht",de,1,1,0,0,409258073,replied_to,1414838735171096577
127,409258073,1414838735171096577,2021-07-13 06:46:55+00:00,"Eure Wohnung muss bezahlbar bleiben! Dafür haben wir in dieser Regierung eine Reihe von Maßnahmen vorangebracht, mit denen wir die Rechte und den Geldbeutel von Mieter:innen stärken. Wir haben außerdem dafür gesorgt, dass mehr bezahlbare Wohnungen gebaut und genutzt werden können https://t.co/b3LDyx1r8K",de,18,1,6,0,None,,
128,409258073,1414216360280866820,2021-07-11 13:33:49+00:00,"Noch mehr Menschen fliehen heute vor Armut, Krieg oder einfach fehlender Zukunft. Umso wichtiger ist es jetzt nachhaltig zu leben und zu wirtschaften und verantwortlich mit den endlichen Ressourcen unserer Erde umzugehen. Wir haben nur den einen Planeten!",de,3,0,0,0,409258073,replied_to,1414216357864935427
129,409258073,1414216357864935427,2021-07-11 13:33:49+00:00,"Heute ist der #Weltbevölkerungstag 2021!
Am 11. Juli 1987 überschritt die Weltbevölkerung nach UN-Berechnungen die Zahl von fünf Milliarden Menschen. Um auf die damit verbundenen Probleme aufmerksam zu machen, wurde der Weltbevölkerungstag ins Leben gerufen. 

#thewsdirekt https://t.co/wTT8jOTJjz",de,8,1,3,1,None,,
130,409258073,1413415763730485249,2021-07-09 08:32:32+00:00,"Und zwar gestaffelt nach Ausbildungsjahr und automatisch ansteigend. Damit Eure Ausbildung keine Ausbeutung ist!
Außerdem haben wir mit unserem Bundesarbeitsminister Hubertus Heil in der Corona-Pandemie dafür gesorgt, dass Unternehmen weiterhin Ausbildungsplätze anbieten können.",de,4,0,0,0,409258073,replied_to,1413415761201217538
131,409258073,1413415761201217538,2021-07-09 08:32:32+00:00,"Liebe Azubis! Ihr verdient für Eure Arbeit im Betrieb eine angemessene Bezahlung. 2019 bekamen viele Azubis weniger als 500 Euro. Das ist zu wenig! Deshalb haben wir in dieser Legislatur die Mindestausbildungsvergütung als neue Untergrenze eingeführt. 

#thewsdirekt https://t.co/FZAhBhHO83",de,10,1,3,0,None,,
132,409258073,1413151788136493071,2021-07-08 15:03:36+00:00,"RT @SPDAltluenen: Die Ausgabe 3/2007 der DRZ ist nun online.
Ihr findet sie, wie immer im Download-Verzeichnis oder direkt hier: 👇
https://…",de,0,0,3,0,None,retweeted,1413148207874330636
133,409258073,1413131476850204674,2021-07-08 13:42:53+00:00,Wir haben in den vergangenen zehn Jahren mehrere Milliarden Euro investiert und gemeinsam mit den Ländern hunderttausende neue Plätze in Kitas und der Kindertagespflege geschaffen. Das Gute-KiTa-Gesetz z.B. um Fachkräfte zu qualifizieren oder den Betreuungsschlüssel zu verbessern https://t.co/Ki5eqSy8RK,de,2,0,0,0,None,,
134,409258073,1413079625350230028,2021-07-08 10:16:51+00:00,"Das Konzept ist ein Erfolg, den viele andere Länder kopieren. Denn die Kurzarbeit sichert Arbeitsplätze und sorgt dafür, dass die Wirtschaft nach der Krise wieder in Schwung kommt. Wir haben den Zugang flexibler gestaltet und das Kurzarbeitergeld nach längerem Bezug aufgestockt. https://t.co/gRJFYNvVYy",de,6,0,2,0,None,,
135,409258073,1412702070533197824,2021-07-07 09:16:35+00:00,"Müll ist ein grundsätzliches Problem in unserer Gesellschaft. Viele Plastikteile zersetzen sich nicht richtig und können sogar in Form von Mikroplastik in unsere Nahrungskette gelangen. Deshalb habe ich bei der Aktion der SPD Selm gerne mitgemacht.

https://t.co/1qhoSeI0kK",de,2,0,0,0,None,,
136,409258073,1412701590042120196,2021-07-07 09:14:40+00:00,"Wer kennt es nicht? ""Die SPD ist schuld!!1!!""
Das stimmt sogar. Wir sind gerne schuld an der Politik, die das Leben von Millionen Menschen in unserem Land verbessert hat und werden es in Zukunft auch wieder gerne schuld sein 😉

#SozialePolitikFürDich #thewsdirekt https://t.co/I1hYMYLC7F",de,28,7,4,0,None,,
137,409258073,1412694004664311810,2021-07-07 08:44:31+00:00,"Deshalb gilt es, wo immer möglich, auf umweltfreundliche Mehrweglösungen aus Glas oder Metall zu setzen oder möglichst viel Kunststoff zu recyceln. Das spart wertvolle Primärrohstoffe und schützt Umwelt und Klima.
Nur so können wir zu einer echten Kreislaufwirtschaft gelangen.",de,4,0,0,0,409258073,replied_to,1412694002927800320
138,409258073,1412694002927800320,2021-07-07 08:44:31+00:00,"Seit Samstag gilt in der EU das Verbot bestimmter Einwegkunststoffprodukte. Die bereits vorhandenen Bestände an Plastikgeschirr, z.B. in Gastronomiebetrieben, dürfen allerdings noch aufgebraucht werden.
Der beste Abfall ist aber der, der gar nicht erst entsteht. 

#thewsdirekt https://t.co/PGa3qR0jwU",de,11,3,1,1,None,,
139,409258073,1412400379896250373,2021-07-06 13:17:46+00:00,"Weil du mehr von deinem Lohn verdienst!
Wir haben den Soli abgeschafft - außer für absolute Spitzenverdiener:innen. Und wir haben in den vergangenen Jahren den Einkommensteuertarif zum Ausgleich der kalten Progression abgesenkt und den Grundfreibetrag erhöht.

#thewsdirekt https://t.co/c8lGmTK9tL",de,3,0,0,0,None,,
140,409258073,1412362593621118977,2021-07-06 10:47:37+00:00,"Mehr Netto vom Brutto, Dank der SPD!
Wir haben in den vergangenen vier Jahren insbesondere Familien steuerlich entlastet. Das merkt Ihr ganz konkret in Eurem Portemonnaie: Eine vierköpfige Familie etwa (wir im Bsp.) hat mehr als 800 Euro mehr in der Tasche.

#thewsdirekt @spdbt https://t.co/grgC3A7wZS",de,10,0,3,0,None,,
141,409258073,1412091934609444864,2021-07-05 16:52:07+00:00,"Das Internetportal https://t.co/8xsyK4iEGT (@a_watch) bewertet die Transparenz und das quantitative Antwortverhalten von Abgeordneten im Bundestag. Ich bin mit der Note ""sehr gut"" bewertet worden, weil ich alle Fragen beantwortet habe, die mir gestellt wurden. 😎

#thewsdirekt https://t.co/cxo7GOXNb9",de,23,2,4,0,None,,
142,409258073,1412045237409697793,2021-07-05 13:46:33+00:00,"Die globale #Mindeststeuer ist ein historischer Erfolg von Olaf Scholz. Künftig werden internationale Konzerne ihren fairen Anteil an der Finanzierung des Gemeinwohls leisten. 130 Länder haben sich darauf geeinigt, dass weltweit mindestens 15% des Gewinns besteuert werden müssen. https://t.co/1sX1KI94nT",de,6,0,2,0,None,,
143,409258073,1411006566837407744,2021-07-02 16:59:15+00:00,"Ihr wolltet meinen Talk mit Thews mit Franz Müntefering zum Thema ""Älter werden in dieser Zeit"" sehen und habt es aber verpasst? Gar kein Problem! Hier gibt's das komplette Video nochmal im Re-Live! 👇

https://t.co/xnEyseczia

#TalkMitThews https://t.co/otcnv5sisa",de,8,0,5,0,None,quoted,1407296198533394432
144,409258073,1410578374888673281,2021-07-01 12:37:46+00:00,"Die #Grundrente startet!
Für diesen sozialpolitischen Meilenstein haben wir lange gekämpft – auch gegen viel Widerstand der Unionsfraktion. Aber unser Einsatz hat sich gelohnt. Denn die Grundrente macht einen Unterschied für rund 1,3 Millionen Menschen!

#thewsdirekt https://t.co/bPhmu6wurO",de,7,1,2,0,None,,
145,409258073,1410571091580489738,2021-07-01 12:08:50+00:00,"Das neue Ausbildungszentrum des Lippeverbands in Lünen. Auf rund 900 qm werden hier die Ausbildungskapazitäten von 9 auf 24 erhöht. Gerade in Zeiten des Fachkräftemangels ist es wichtig, dass Ausbildungsplätze entstehen. Ich komme gern wieder, wenn es eröffnet wird!

#thewsdirekt https://t.co/OWinTZB1qa",de,5,0,1,0,None,,
146,409258073,1410526407160217603,2021-07-01 09:11:16+00:00,"RT @michaelaengel: „Gesicht zeigen, gegen Rassismus und Antisemitismus“!
Rafael Herlichs neues Projekt „DiverCity  in Berlin“. U.a mit mein…",de,0,0,4,0,None,retweeted,1410479112800686080
147,409258073,1410526386608029699,2021-07-01 09:11:11+00:00,"RT @michaelaengel: PolitikerInnen zeigen Gesicht gegen Antisemitismus und Rassismus.
DiverCity in Berlin mit u.a. @michael_thews @KarambaDi…",de,0,0,2,0,None,retweeted,1410491144157511681
148,409258073,1410526340516925445,2021-07-01 09:11:00+00:00,"Thews on Tour bei den Direktvermarktern war dieses mal bei dem Betrieb ""Kreutzkamp's Spirituosen"" in Selm. Bei Direktvermarktern wie Herrn Kreutzkamp bekomme ich regionale Produkte, fast ohne ökologischen Fußabdruck und es schmeckt auch noch gut!

#thewsdirekt https://t.co/OSsdcI8FpC",de,2,0,1,0,None,,
